English,Japanese
He was banished to an island for high treason,彼は大逆罪で島流しにされた。
He was eager to return to school in September,９月に復学することを彼は切望した。
He was looking forward to that evening date,彼はその夜のデートを楽しみにしていた。
He was never to see his wife and family again,彼は妻と子供たちに２度と会うことはなかった。
He was sitting there with a pipe in his mouth,彼はパイプをくわえてそこに座っていた。
He was somewhat disappointed to hear the news,彼はその知らせを聞いて少しがっかりした。
He was standing with his hands in his pockets,彼はポケットに手を入れて立っていた。
He was very tall so I recognized him at once,彼はとても背が高かったのですぐに分かった。
He went to London where he stayed for a week,彼はロンドンに行き、そこに一週間滞在した。
He went to the United States to study English,彼は英語を勉強するために、アメリカへ行った。
He went to the United States to study English,彼は英語を勉強するために、アメリカに行った。
He went to the United States to study English,あいつ、英語の勉強しにアメリカに行ったんだ。
He worked hard in order to support his family,彼は自分の家族を養うために一生懸命働いた。
He a British citizen but he lives in India,彼は英国市民だが、インドに住んでいる。
He been taught to accept things as they are,彼は物事をあるがままに受け入れなさいと教わってきた。
He the type who doesn worry about details,あの人って大ざっぱな性格だからね。
Heavy snow prevented the train from departing,大雪のために、列車は出発できませんでした。
Her first appearance on the stage was in 1969,彼女が初舞台を踏んだのは1969年であった。
Her lack of money kept her from going with me,彼女はお金が無かったので私と行けなかった。
Her new husband turned out to be a bad person,彼女の新しい夫は、実はひどい男だということが分かった。
His advice to us was that we should play fair,私達への彼の助言は、正々堂々と勝負せよということであった。
His hands had turned blue because of the cold,彼の手は寒さで青白くなっていた。
His parents told him to get into a university,彼の両親は彼に大学へ行くように言った。
His parents told him to get into a university,彼の両親は彼が大学へ行くように言った。
His remark has nothing to do with the subject,彼の発言はそのテーマとは何の関係もない。
